time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2022-06-23 02:29:58,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:57,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:56,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:29:55,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:29:54,0,0,0,0.2493766,0,0.2493766,0.4987531,0,0
2022-06-23 02:29:53,0,0,0.2506266,0,0,0,0,0,0
2022-06-23 02:29:52,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:29:51,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:50,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:49,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:29:48,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:29:47,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:46,0,0,0,0,0,0,0.2493766,0.2493766,0
2022-06-23 02:29:45,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:44,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:43,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:42,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:41,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:29:40,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:39,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:38,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:37,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:36,0,0,0.2493766,0,0,0,0.4987531,0,0
2022-06-23 02:29:35,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:34,0,0,0.2512563,0,0,0,0,0,0
2022-06-23 02:29:33,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:32,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:29:31,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:30,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:29:29,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:28,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:29:27,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:26,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:25,0,0,0,0,0,0,0,0.5012531,0
2022-06-23 02:29:24,0,0,0.25,0,0,0,0,0,0
2022-06-23 02:29:23,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:22,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:21,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:20,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:19,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:18,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:17,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:29:16,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:29:15,0,0,0,0,0,0,0.2493766,0.2493766,0
2022-06-23 02:29:14,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:29:13,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:12,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:29:11,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:10,0,0,0,0,0,0,0.2493766,0.2493766,0
2022-06-23 02:29:09,0,0,0.25,0,0,0,0.25,0,0
2022-06-23 02:29:08,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:29:07,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:29:06,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:29:05,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:04,0,0,0,0,0,0,0.2512563,0,0
2022-06-23 02:29:03,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:29:02,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:01,0,0,0,0,0,0,0,0,0
2022-06-23 02:29:00,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:28:59,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:58,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:28:57,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:56,0,0,0,0,0,0,0.2493766,0.2493766,0
2022-06-23 02:28:55,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:28:54,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:53,0,0,0.25,0,0,0,0.25,0.25,0
2022-06-23 02:28:52,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:28:51,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:50,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:28:49,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:28:48,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:47,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:28:46,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:45,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:28:44,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:43,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:42,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:41,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:28:40,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:28:39,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:28:38,0,0,0.25,0.25,0,0,0,0,0
2022-06-23 02:28:37,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:36,0,0,0,0,0,0,0,0.4987531,0
2022-06-23 02:28:35,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:34,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:28:33,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:32,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:28:31,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:30,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:28:29,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:28,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:27,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:26,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:25,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:24,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:23,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:22,0,0,0.2493766,0,0,0,0.2493766,0.2493766,0
2022-06-23 02:28:21,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:20,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:19,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:18,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:28:17,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:16,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:28:15,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:14,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:28:13,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:12,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:11,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:28:10,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:28:09,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:28:08,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:28:07,0,0,0.2506266,0,0,0,0,0,0
2022-06-23 02:28:06,0,0,0,0,0,0,0.2493766,0.2493766,0
2022-06-23 02:28:05,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:04,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:28:03,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:28:02,0,0,0,0,0,0,0,0,0
2022-06-23 02:28:01,0,0,0,0,0,0,0.2506266,0.2506266,0
2022-06-23 02:28:00,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:59,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:58,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:27:57,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:56,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:27:55,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:54,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:53,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:27:52,0,0,0.25,0,0,0,0.25,0,0
2022-06-23 02:27:51,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:50,0,0,0,0,0,0,0.2512563,0,0
2022-06-23 02:27:49,0,0,0,0,0,0,0.2493766,0.2493766,0
2022-06-23 02:27:48,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:27:47,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:46,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:27:45,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:27:44,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:43,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:42,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:27:41,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:40,0,0,0,0,0,0,0.2512563,0,0
2022-06-23 02:27:39,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:27:38,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:37,0,0,0.25,0,0,0,0,0.25,0
2022-06-23 02:27:36,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:35,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:34,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:33,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:27:32,0,0,0,0,0,0,0.5025126,0,0
2022-06-23 02:27:31,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:30,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:29,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:28,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:27:27,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:26,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:25,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:27:24,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:23,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:27:22,0,0,0.2493766,0.2493766,0,0,0.2493766,0,0
2022-06-23 02:27:21,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:27:20,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:27:19,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:18,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:27:17,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:27:16,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:27:15,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:27:14,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:13,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:12,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:27:11,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:27:10,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:27:09,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:27:08,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:07,0,0,0.2493766,0,0,0,0,0.2493766,0
2022-06-23 02:27:06,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:27:05,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:27:04,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:27:03,0,0,0,0,0,0,0,0,0
2022-06-23 02:27:02,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:27:01,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:27:00,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:59,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:58,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:57,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:56,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:26:55,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:54,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:53,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:26:52,0,0,0.25,0,0,0,0,0,0
2022-06-23 02:26:51,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:50,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:49,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:48,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:47,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:26:46,0,0,0,0,0,0,0.2512563,0,0
2022-06-23 02:26:45,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:26:44,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:43,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:26:42,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:41,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:26:40,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:39,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:38,0,0,0.25,0,0,0,0,0.25,0
2022-06-23 02:26:37,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:26:36,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:35,0,0,0,0,0,0,0.4987531,0.2493766,0
2022-06-23 02:26:34,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:33,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:32,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:31,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:30,0,0,0,0,0,0,0.25,0,0.25
2022-06-23 02:26:29,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:26:28,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:26:27,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:26:26,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:25,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:24,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:26:23,0,0,0.25,0,0,0,0,0,0
2022-06-23 02:26:22,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:21,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:26:20,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:26:19,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:18,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:26:17,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:16,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:15,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:26:14,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:13,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:26:12,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:11,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:10,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:26:09,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:26:08,0,0,0.25,0,0,0,0.25,0,0
2022-06-23 02:26:07,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:26:06,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:05,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:04,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:26:03,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:26:02,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:01,0,0,0,0,0,0,0,0,0
2022-06-23 02:26:00,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:25:59,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:58,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:57,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:56,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:25:55,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:54,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:25:53,0,0,0.25,0,0,0,0,0.25,0
2022-06-23 02:25:52,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:51,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:50,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:49,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:48,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:25:47,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:46,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:25:45,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:44,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:43,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:42,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:41,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:40,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:39,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:38,0,0,0.25,0,0,0,0,0,0
2022-06-23 02:25:37,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:36,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:35,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:25:34,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:33,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:32,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:31,0,0,0.2518892,0.2518892,0,0,0.2518892,0,0
2022-06-23 02:25:30,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:25:29,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:25:28,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:27,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:25:26,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:25,0,0,0.25,0,0,0,0.25,0,0
2022-06-23 02:25:24,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:25:23,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:22,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:21,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:20,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:19,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:18,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:25:17,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:25:16,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:15,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:25:14,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:13,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:25:12,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:11,0,0,0.2506266,0,0,0,0,0,0
2022-06-23 02:25:10,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:09,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:08,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:07,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:06,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:05,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:25:04,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:03,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:25:02,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:25:01,0,0,0,0,0,0,0,0,0
2022-06-23 02:25:00,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:59,0,0,0,0,0,0,0.2512563,0,0
2022-06-23 02:24:58,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:57,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:24:56,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:55,0,0,0.25,0,0,0,0,0.25,0
2022-06-23 02:24:54,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:24:53,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:52,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:24:51,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:50,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:49,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:24:48,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:24:47,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:46,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:24:45,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:44,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:24:43,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:42,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:41,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:24:40,0,0,0.25,0,0,0,0,0,0
2022-06-23 02:24:39,0,0,0,0,0,0,0.5012531,0,0
2022-06-23 02:24:38,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:37,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:36,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:24:35,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:24:34,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:33,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:32,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:31,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:30,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:24:29,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:28,0,0,0,0,0,0,0.2506266,0.2506266,0
2022-06-23 02:24:27,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:26,0,0,0.2506266,0,0,0,0,0,0
2022-06-23 02:24:25,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:24,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:23,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:22,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:24:21,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:24:20,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:19,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:18,0,0,0,0,0,0,0.2512563,0,0
2022-06-23 02:24:17,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:16,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:24:15,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:14,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:13,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:12,0,0,0.25,0,0,0,0,0.25,0
2022-06-23 02:24:11,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:10,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:24:09,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:08,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:24:07,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:06,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:05,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:24:04,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:24:03,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:02,0,0,0,0,0,0,0,0,0
2022-06-23 02:24:01,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:24:00,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:59,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:58,0,0,0.25,0,0,0,0,0.25,0
2022-06-23 02:23:57,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:56,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:55,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:54,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:23:53,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:52,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:51,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:50,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:23:49,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:48,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:23:47,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:46,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:45,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:23:44,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:43,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:42,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:41,0,0,0.2493766,0,0,0,0,0.2493766,0
2022-06-23 02:23:40,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:39,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:23:38,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:37,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:23:36,0,0,0,0,0,0,0.2512563,0,0
2022-06-23 02:23:35,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:34,0,0,0.7518797,0.2506266,0,0.2506266,0.7518797,0.2506266,0
2022-06-23 02:23:33,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:32,0,0,0.5037783,0,0,0,0,0,0
2022-06-23 02:23:31,0,0,0,0,0,0,0.2493766,0.2493766,0
2022-06-23 02:23:30,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:29,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:23:28,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:23:27,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:26,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:23:25,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:24,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:23:23,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:22,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:23:21,0,0,0,0,0,0,0,0.25,0
2022-06-23 02:23:20,0,0,0.25,0,0,0,0.25,0,0
2022-06-23 02:23:19,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:23:18,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:17,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:16,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:23:15,0,0,0,0,0,0,0,0.2512563,0
2022-06-23 02:23:14,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:23:13,0,0,0,0,0,0,0.25,0.25,0
2022-06-23 02:23:12,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:11,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:23:10,0,0,0,0,0,0,0,0.2506266,0
2022-06-23 02:23:09,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:08,0,0,0,0,0,0,0,0,0
2022-06-23 02:23:07,0,0,0,0,0,0,0.25,0,0
2022-06-23 02:23:06,0,0,0,0,0,0,0.2506266,0,0
2022-06-23 02:23:05,0,0,0.2493766,0,0,0,0,0.2493766,0
2022-06-23 02:23:04,0,0,0,0,0,0,0.2512563,0,0
2022-06-23 02:23:03,0,0,0,0,0,0,0.4987531,0,0
