time,received,sent
2022-06-03 01:44:29,0,0
2022-06-03 01:44:28,0,0
2022-06-03 01:44:27,0,0
2022-06-03 01:44:26,0,0
2022-06-03 01:44:25,0,0
2022-06-03 01:44:24,0,0
2022-06-03 01:44:23,0,0
2022-06-03 01:44:22,0,0
2022-06-03 01:44:21,0,0
2022-06-03 01:44:20,0,0
2022-06-03 01:44:19,0,0
2022-06-03 01:44:18,0,0
2022-06-03 01:44:17,0,0
2022-06-03 01:44:16,0,0
2022-06-03 01:44:15,0,0
2022-06-03 01:44:14,0,0
2022-06-03 01:44:13,0,0
2022-06-03 01:44:12,0,0
2022-06-03 01:44:11,0,0
2022-06-03 01:44:10,0,0
2022-06-03 01:44:09,0,0
2022-06-03 01:44:08,0,0
2022-06-03 01:44:07,0,0
2022-06-03 01:44:06,0,0
2022-06-03 01:44:05,0,0
2022-06-03 01:44:04,0,0
2022-06-03 01:44:03,0,0
2022-06-03 01:44:02,0,0
2022-06-03 01:44:01,0,0
2022-06-03 01:44:00,0,0
2022-06-03 01:43:59,0,0
2022-06-03 01:43:58,0,0
2022-06-03 01:43:57,0,0
2022-06-03 01:43:56,0,0
2022-06-03 01:43:55,0,0
2022-06-03 01:43:54,0,0
2022-06-03 01:43:53,0,0
2022-06-03 01:43:52,0,0
2022-06-03 01:43:51,0,0
2022-06-03 01:43:50,0.2419136,-0.4155952
2022-06-03 01:43:49,0.3820864,-0.6564048
2022-06-03 01:43:48,0,0
2022-06-03 01:43:47,0,0
2022-06-03 01:43:46,0,0
2022-06-03 01:43:45,0,0
2022-06-03 01:43:44,0,0
2022-06-03 01:43:43,0,0
2022-06-03 01:43:42,0,0
2022-06-03 01:43:41,0,0
2022-06-03 01:43:40,0,0
2022-06-03 01:43:39,0,0
2022-06-03 01:43:38,0,0
2022-06-03 01:43:37,0,0
2022-06-03 01:43:36,0,0
2022-06-03 01:43:35,0,0
2022-06-03 01:43:34,0,0
2022-06-03 01:43:33,0,0
2022-06-03 01:43:32,0,0
2022-06-03 01:43:31,0,0
2022-06-03 01:43:30,0,0
2022-06-03 01:43:29,0,0
2022-06-03 01:43:28,0,0
2022-06-03 01:43:27,0,0
2022-06-03 01:43:26,0,0
2022-06-03 01:43:25,0,0
2022-06-03 01:43:24,0,0
2022-06-03 01:43:23,0,0
2022-06-03 01:43:22,0,0
2022-06-03 01:43:21,0,0
2022-06-03 01:43:20,0,0
2022-06-03 01:43:19,0,0
2022-06-03 01:43:18,0,0
2022-06-03 01:43:17,0,0
2022-06-03 01:43:16,0,0
2022-06-03 01:43:15,0,0
2022-06-03 01:43:14,0,0
2022-06-03 01:43:13,0,0
2022-06-03 01:43:12,0,0
2022-06-03 01:43:11,0,0
2022-06-03 01:43:10,0,0
2022-06-03 01:43:09,0,0
2022-06-03 01:43:08,0,0
2022-06-03 01:43:07,0,0
2022-06-03 01:43:06,0,0
2022-06-03 01:43:05,14.119929,-14.197477
2022-06-03 01:43:04,70.17977,-68.27683
2022-06-03 01:43:03,75.6203,-72.42169
2022-06-03 01:43:02,0,0
2022-06-03 01:43:01,0,0
2022-06-03 01:43:00,0,0
2022-06-03 01:42:59,0,0
2022-06-03 01:42:58,0,0
2022-06-03 01:42:57,0,0
2022-06-03 01:42:56,0,0
2022-06-03 01:42:55,0,0
2022-06-03 01:42:54,33.89138,-32.37765
2022-06-03 01:42:53,81.04304,-78.09442
2022-06-03 01:42:52,43.46558,-42.58392
2022-06-03 01:42:51,0,0
2022-06-03 01:42:50,0,0
2022-06-03 01:42:49,0,0
2022-06-03 01:42:48,0,0
2022-06-03 01:42:47,0,0
2022-06-03 01:42:46,0,0
2022-06-03 01:42:45,0,0
2022-06-03 01:42:44,0,0
2022-06-03 01:42:43,61.75406,-59.3102
2022-06-03 01:42:42,97.54194,-93.6818
2022-06-03 01:42:41,0,0
2022-06-03 01:42:40,0,0
2022-06-03 01:42:39,0,0
2022-06-03 01:42:38,0,0
2022-06-03 01:42:37,0,0
2022-06-03 01:42:36,0.9678829,-1.0175179
2022-06-03 01:42:35,1.5281171,-1.6064821
2022-06-03 01:42:34,0.9677391,-1.0111633
2022-06-03 01:42:33,1.5282609,-1.5968367
2022-06-03 01:42:32,0,0
2022-06-03 01:42:31,0,0
2022-06-03 01:42:30,0,0
2022-06-03 01:42:29,0,0
2022-06-03 01:42:28,0,0
2022-06-03 01:42:27,0,0
2022-06-03 01:42:26,0,0
2022-06-03 01:42:25,0,0
2022-06-03 01:42:24,0,0
2022-06-03 01:42:23,0,0
2022-06-03 01:42:22,0,0
2022-06-03 01:42:21,0,0
2022-06-03 01:42:20,0.241908,-0.4155856
2022-06-03 01:42:19,0.382092,-0.6564144
2022-06-03 01:42:18,0,0
2022-06-03 01:42:17,0,0
2022-06-03 01:42:16,0,0
2022-06-03 01:42:15,0,0
2022-06-03 01:42:14,0,0
2022-06-03 01:42:13,0,0
2022-06-03 01:42:12,0,0
2022-06-03 01:42:11,0,0
2022-06-03 01:42:10,0,0
2022-06-03 01:42:09,0,0
2022-06-03 01:42:08,0,0
2022-06-03 01:42:07,0,0
2022-06-03 01:42:06,0,0
2022-06-03 01:42:05,0,0
2022-06-03 01:42:04,0,0
2022-06-03 01:42:03,0,0
2022-06-03 01:42:02,0,0
2022-06-03 01:42:01,0,0
2022-06-03 01:42:00,0,0
2022-06-03 01:41:59,0,0
2022-06-03 01:41:58,0,0
2022-06-03 01:41:57,0,0
2022-06-03 01:41:56,0,0
2022-06-03 01:41:55,0,0
2022-06-03 01:41:54,0,0
2022-06-03 01:41:53,0,0
2022-06-03 01:41:52,0,0
2022-06-03 01:41:51,0,0
2022-06-03 01:41:50,0,0
2022-06-03 01:41:49,0,0
2022-06-03 01:41:48,0,0
2022-06-03 01:41:47,0,0
2022-06-03 01:41:46,0,0
2022-06-03 01:41:45,0,0
2022-06-03 01:41:44,0,0
2022-06-03 01:41:43,0,0
2022-06-03 01:41:42,0,0
2022-06-03 01:41:41,0,0
2022-06-03 01:41:40,0,0
2022-06-03 01:41:39,0,0
2022-06-03 01:41:38,0,0
2022-06-03 01:41:37,0,0
2022-06-03 01:41:36,0,0
2022-06-03 01:41:35,0.2419563,-0.4156685
2022-06-03 01:41:34,0.3820437,-0.6563315
2022-06-03 01:41:33,0,0
2022-06-03 01:41:32,0,0
2022-06-03 01:41:31,0,0
2022-06-03 01:41:30,0,0
2022-06-03 01:41:29,0,0
2022-06-03 01:41:28,0,0
2022-06-03 01:41:27,0,0
2022-06-03 01:41:26,0,0
2022-06-03 01:41:25,0,0
2022-06-03 01:41:24,0,0
2022-06-03 01:41:23,0,0
2022-06-03 01:41:22,0,0
2022-06-03 01:41:21,0,0
2022-06-03 01:41:20,0,0
2022-06-03 01:41:19,0,0
2022-06-03 01:41:18,0,0
2022-06-03 01:41:17,0,0
2022-06-03 01:41:16,0,0
2022-06-03 01:41:15,0,0
2022-06-03 01:41:14,0,0
2022-06-03 01:41:13,0,0
2022-06-03 01:41:12,0,0
2022-06-03 01:41:11,0,0
2022-06-03 01:41:10,0,0
2022-06-03 01:41:09,0,0
2022-06-03 01:41:08,0,0
2022-06-03 01:41:07,0,0
2022-06-03 01:41:06,0,0
2022-06-03 01:41:05,0,0
2022-06-03 01:41:04,0,0
2022-06-03 01:41:03,0,0
2022-06-03 01:41:02,0,0
2022-06-03 01:41:01,0,0
2022-06-03 01:41:00,0,0
2022-06-03 01:40:59,0,0
2022-06-03 01:40:58,0,0
2022-06-03 01:40:57,0,0
2022-06-03 01:40:56,0,0
2022-06-03 01:40:55,0,0
2022-06-03 01:40:54,0,0
2022-06-03 01:40:53,0,0
2022-06-03 01:40:52,0,0
2022-06-03 01:40:51,0,0
2022-06-03 01:40:50,0.2418977,-0.1612651
2022-06-03 01:40:49,0.3821023,-0.5090427
2022-06-03 01:40:48,0,-0.4016921
2022-06-03 01:40:47,0,0
2022-06-03 01:40:46,0,0
2022-06-03 01:40:45,0,0
2022-06-03 01:40:44,0,0
2022-06-03 01:40:43,0,0
2022-06-03 01:40:42,0,0
2022-06-03 01:40:41,0,0
2022-06-03 01:40:40,0.9677018,-1.0173275
2022-06-03 01:40:39,1.5282982,-1.6066725
2022-06-03 01:40:38,0,0
2022-06-03 01:40:37,0,0
2022-06-03 01:40:36,0,0
2022-06-03 01:40:35,0,0
2022-06-03 01:40:34,0,0
2022-06-03 01:40:33,0,0
2022-06-03 01:40:32,0,0
2022-06-03 01:40:31,0,0
2022-06-03 01:40:30,0,0
2022-06-03 01:40:29,0,0
2022-06-03 01:40:28,0,0
2022-06-03 01:40:27,0,0
2022-06-03 01:40:26,0,0
2022-06-03 01:40:25,0,0
2022-06-03 01:40:24,0,0
2022-06-03 01:40:23,0,0
2022-06-03 01:40:22,0,0
2022-06-03 01:40:21,0,0
2022-06-03 01:40:20,0,0
2022-06-03 01:40:19,0,0
2022-06-03 01:40:18,0,0
2022-06-03 01:40:17,0,0
2022-06-03 01:40:16,0,0
2022-06-03 01:40:15,0,0
2022-06-03 01:40:14,0,0
2022-06-03 01:40:13,0,0
2022-06-03 01:40:12,0,0
2022-06-03 01:40:11,0,0
2022-06-03 01:40:10,0,0
2022-06-03 01:40:09,0,0
2022-06-03 01:40:08,0,0
2022-06-03 01:40:07,0,0
2022-06-03 01:40:06,0,0
2022-06-03 01:40:05,0,0
2022-06-03 01:40:04,1.209581,-1.4266853
2022-06-03 01:40:03,1.910419,-2.253315
2022-06-03 01:40:02,0,0
2022-06-03 01:40:01,0,0
2022-06-03 01:40:00,0,0
2022-06-03 01:39:59,0,0
2022-06-03 01:39:58,0,0
2022-06-03 01:39:57,0,0
2022-06-03 01:39:56,0,0
2022-06-03 01:39:55,0,0
2022-06-03 01:39:54,0,0
2022-06-03 01:39:53,0,0
2022-06-03 01:39:52,0,0
2022-06-03 01:39:51,0,0
2022-06-03 01:39:50,0,0
2022-06-03 01:39:49,0,0
2022-06-03 01:39:48,0,0
2022-06-03 01:39:47,0,0
2022-06-03 01:39:46,0,0
2022-06-03 01:39:45,0,0
2022-06-03 01:39:44,0,0
2022-06-03 01:39:43,0,0
2022-06-03 01:39:42,0,0
2022-06-03 01:39:41,0,0
2022-06-03 01:39:40,0,0
2022-06-03 01:39:39,0,0
2022-06-03 01:39:38,0,0
2022-06-03 01:39:37,0,0
2022-06-03 01:39:36,0,0
2022-06-03 01:39:35,0,0
2022-06-03 01:39:34,0,0
2022-06-03 01:39:33,0,0
2022-06-03 01:39:32,0,0
2022-06-03 01:39:31,0,0
2022-06-03 01:39:30,0,0
2022-06-03 01:39:29,0,0
2022-06-03 01:39:28,0,0
2022-06-03 01:39:27,0,0
2022-06-03 01:39:26,0,0
2022-06-03 01:39:25,0,0
2022-06-03 01:39:24,0,0
2022-06-03 01:39:23,0,0
2022-06-03 01:39:22,0,0
2022-06-03 01:39:21,0,0
2022-06-03 01:39:20,0.2419828,-0.415714
2022-06-03 01:39:19,0.3820172,-0.656286
2022-06-03 01:39:18,0,0
2022-06-03 01:39:17,0,0
2022-06-03 01:39:16,0,0
2022-06-03 01:39:15,0,0
2022-06-03 01:39:14,0,0
2022-06-03 01:39:13,0,0
2022-06-03 01:39:12,0,0
2022-06-03 01:39:11,0,0
2022-06-03 01:39:10,0,0
2022-06-03 01:39:09,0,0
2022-06-03 01:39:08,0,0
2022-06-03 01:39:07,0,0
2022-06-03 01:39:06,0,0
2022-06-03 01:39:05,0,0
2022-06-03 01:39:04,0,0
2022-06-03 01:39:03,0,0
2022-06-03 01:39:02,0,0
2022-06-03 01:39:01,0,0
2022-06-03 01:39:00,0,0
2022-06-03 01:38:59,0,0
2022-06-03 01:38:58,0,0
2022-06-03 01:38:57,0,0
2022-06-03 01:38:56,0,0
2022-06-03 01:38:55,0,0
2022-06-03 01:38:54,0,0
2022-06-03 01:38:53,0,0
2022-06-03 01:38:52,0,0
2022-06-03 01:38:51,0,0
2022-06-03 01:38:50,0,0
2022-06-03 01:38:49,0,0
2022-06-03 01:38:48,0,0
2022-06-03 01:38:47,0,0
2022-06-03 01:38:46,0,0
2022-06-03 01:38:45,0,0
2022-06-03 01:38:44,0,0
2022-06-03 01:38:43,0,0
2022-06-03 01:38:42,0,0
2022-06-03 01:38:41,0,0
2022-06-03 01:38:40,0,0
2022-06-03 01:38:39,0,0
2022-06-03 01:38:38,0,0
2022-06-03 01:38:37,0,0
2022-06-03 01:38:36,0,0
2022-06-03 01:38:35,0.2419074,-0.4155845
2022-06-03 01:38:34,0.3820926,-0.6564155
2022-06-03 01:38:33,0,0
2022-06-03 01:38:32,0,0
2022-06-03 01:38:31,0,0
2022-06-03 01:38:30,0,0
2022-06-03 01:38:29,0.9678227,-1.0174547
2022-06-03 01:38:28,1.5281773,-1.6065453
2022-06-03 01:38:27,0,0
2022-06-03 01:38:26,0,0
2022-06-03 01:38:25,0,0
2022-06-03 01:38:24,0,0
2022-06-03 01:38:23,0,0
2022-06-03 01:38:22,0,0
2022-06-03 01:38:21,0,0
2022-06-03 01:38:20,0,0
2022-06-03 01:38:19,0,0
2022-06-03 01:38:18,0,0
2022-06-03 01:38:17,0,0
2022-06-03 01:38:16,0,0
2022-06-03 01:38:15,0,0
2022-06-03 01:38:14,0,0
2022-06-03 01:38:13,0,0
2022-06-03 01:38:12,0,0
2022-06-03 01:38:11,0,0
2022-06-03 01:38:10,0,0
2022-06-03 01:38:09,0,0
2022-06-03 01:38:08,0,0
2022-06-03 01:38:07,0,0
2022-06-03 01:38:06,0,0
2022-06-03 01:38:05,0,0
2022-06-03 01:38:04,0,0
2022-06-03 01:38:03,0,0
2022-06-03 01:38:02,0,0
2022-06-03 01:38:01,0,0
2022-06-03 01:38:00,0,0
2022-06-03 01:37:59,0,0
2022-06-03 01:37:58,0,0
2022-06-03 01:37:57,0,0
2022-06-03 01:37:56,0,0
2022-06-03 01:37:55,0,0
2022-06-03 01:37:54,0,0
2022-06-03 01:37:53,0,0
2022-06-03 01:37:52,0,0
2022-06-03 01:37:51,0,0
2022-06-03 01:37:50,0,0
2022-06-03 01:37:49,0.2419088,-0.415587
2022-06-03 01:37:48,0.3820912,-0.656413
2022-06-03 01:37:47,0,0
2022-06-03 01:37:46,0,0
2022-06-03 01:37:45,0,0
2022-06-03 01:37:44,0,0
2022-06-03 01:37:43,0,0
2022-06-03 01:37:42,0,0
2022-06-03 01:37:41,0,0
2022-06-03 01:37:40,0,0
2022-06-03 01:37:39,0,0
2022-06-03 01:37:38,0,0
2022-06-03 01:37:37,0,0
2022-06-03 01:37:36,0,0
2022-06-03 01:37:35,0.9678384,-1.0112671
2022-06-03 01:37:34,1.5281616,-1.5967329
2022-06-03 01:37:33,0,0
2022-06-03 01:37:32,0,0
2022-06-03 01:37:31,0,0
2022-06-03 01:37:30,0,0
2022-06-03 01:37:29,0,0
2022-06-03 01:37:28,0,0
2022-06-03 01:37:27,0,0
2022-06-03 01:37:26,0,0
2022-06-03 01:37:25,0,0
2022-06-03 01:37:24,0,0
2022-06-03 01:37:23,0,0
2022-06-03 01:37:22,0,0
2022-06-03 01:37:21,0,0
2022-06-03 01:37:20,0,0
2022-06-03 01:37:19,0,0
2022-06-03 01:37:18,0,0
2022-06-03 01:37:17,0,0
2022-06-03 01:37:16,0,0
2022-06-03 01:37:15,0,0
2022-06-03 01:37:14,0,0
2022-06-03 01:37:13,0,0
2022-06-03 01:37:12,0,0
2022-06-03 01:37:11,0,0
2022-06-03 01:37:10,0,0
2022-06-03 01:37:09,0,0
2022-06-03 01:37:08,0,0
2022-06-03 01:37:07,0,0
2022-06-03 01:37:06,0,0
2022-06-03 01:37:05,0.2419323,-0.4156274
2022-06-03 01:37:04,0.3820677,-0.6563726
2022-06-03 01:37:03,0,0
2022-06-03 01:37:02,0,0
2022-06-03 01:37:01,0,0
2022-06-03 01:37:00,0,0
2022-06-03 01:36:59,0,0
2022-06-03 01:36:58,0,0
2022-06-03 01:36:57,0,0
2022-06-03 01:36:56,0,0
2022-06-03 01:36:55,0,0
2022-06-03 01:36:54,0,0
2022-06-03 01:36:53,0,0
2022-06-03 01:36:52,0,0
2022-06-03 01:36:51,0,0
2022-06-03 01:36:50,0,0
2022-06-03 01:36:49,0,0
2022-06-03 01:36:48,0,0
2022-06-03 01:36:47,0,0
2022-06-03 01:36:46,0,0
2022-06-03 01:36:45,0,0
2022-06-03 01:36:44,0,0
2022-06-03 01:36:43,0,0
2022-06-03 01:36:42,0,0
2022-06-03 01:36:41,0,0
2022-06-03 01:36:40,0,0
2022-06-03 01:36:39,0,0
2022-06-03 01:36:38,0,0
2022-06-03 01:36:37,0,0
2022-06-03 01:36:36,0,0
2022-06-03 01:36:35,0,0
2022-06-03 01:36:34,0,0
2022-06-03 01:36:33,0,0
2022-06-03 01:36:32,0,0
2022-06-03 01:36:31,0,0
2022-06-03 01:36:30,0,0
2022-06-03 01:36:29,0,0
2022-06-03 01:36:28,0,0
2022-06-03 01:36:27,0,0
2022-06-03 01:36:26,0,0
2022-06-03 01:36:25,0,0
2022-06-03 01:36:24,0,0
2022-06-03 01:36:23,0,0
2022-06-03 01:36:22,0,0
2022-06-03 01:36:21,0,0
2022-06-03 01:36:20,0.2419663,-0.4156858
2022-06-03 01:36:19,0.3820337,-0.6563142
2022-06-03 01:36:18,0,0
2022-06-03 01:36:17,0,0
2022-06-03 01:36:16,0,0
2022-06-03 01:36:15,0,0
2022-06-03 01:36:14,0.9675762,-1.0171955
2022-06-03 01:36:13,1.5284238,-1.6068045
2022-06-03 01:36:12,0,0
2022-06-03 01:36:11,0,0
2022-06-03 01:36:10,0,0
2022-06-03 01:36:09,0,0
2022-06-03 01:36:08,0,0
2022-06-03 01:36:07,0,0
2022-06-03 01:36:06,0,0
2022-06-03 01:36:05,0,0
2022-06-03 01:36:04,0,0
2022-06-03 01:36:03,0,0
2022-06-03 01:36:02,0,0
2022-06-03 01:36:01,0,0
2022-06-03 01:36:00,0,0
2022-06-03 01:35:59,0,0
2022-06-03 01:35:58,0,0
2022-06-03 01:35:57,0,0
2022-06-03 01:35:56,0,0
2022-06-03 01:35:55,0,0
2022-06-03 01:35:54,0,0
2022-06-03 01:35:53,0,0
2022-06-03 01:35:52,0,0
2022-06-03 01:35:51,0,0
2022-06-03 01:35:50,0,0
2022-06-03 01:35:49,0,0
2022-06-03 01:35:48,0,0
2022-06-03 01:35:47,0,0
2022-06-03 01:35:46,0,0
2022-06-03 01:35:45,0,0
2022-06-03 01:35:44,0,0
2022-06-03 01:35:43,0,0
2022-06-03 01:35:42,0,0
2022-06-03 01:35:41,0,0
2022-06-03 01:35:40,0,0
2022-06-03 01:35:39,0,0
2022-06-03 01:35:38,0,0
2022-06-03 01:35:37,0,0
2022-06-03 01:35:36,0,0
2022-06-03 01:35:35,0.241954,-0.1613027
2022-06-03 01:35:34,0.382046,-0.5090237
2022-06-03 01:35:33,0,-0.4016736
2022-06-03 01:35:32,0,0
2022-06-03 01:35:31,0,0
2022-06-03 01:35:30,0,0
2022-06-03 01:35:29,0,0
2022-06-03 01:35:28,0,0
2022-06-03 01:35:27,0,0
2022-06-03 01:35:26,0,0
2022-06-03 01:35:25,0,0
2022-06-03 01:35:24,0,0
2022-06-03 01:35:23,0,0
2022-06-03 01:35:22,0,0
2022-06-03 01:35:21,0,0
2022-06-03 01:35:20,0,0
2022-06-03 01:35:19,0,0
2022-06-03 01:35:18,0,0
2022-06-03 01:35:17,0,0
2022-06-03 01:35:16,0,0
2022-06-03 01:35:15,0,0
2022-06-03 01:35:14,0,0
2022-06-03 01:35:13,0,0
2022-06-03 01:35:12,0,0
2022-06-03 01:35:11,0,0
2022-06-03 01:35:10,0,0
2022-06-03 01:35:09,0,0
2022-06-03 01:35:08,0,0
2022-06-03 01:35:07,0,0
2022-06-03 01:35:06,0.9677821,-1.0112082
2022-06-03 01:35:05,1.5282179,-1.5967918
2022-06-03 01:35:04,0,0
2022-06-03 01:35:03,0,0
2022-06-03 01:35:02,0,0
2022-06-03 01:35:01,0,0
2022-06-03 01:35:00,0,0
2022-06-03 01:34:59,0,0
2022-06-03 01:34:58,0,0
2022-06-03 01:34:57,0,0
2022-06-03 01:34:56,0,0
2022-06-03 01:34:55,0,0
2022-06-03 01:34:54,0,0
2022-06-03 01:34:53,0,0
2022-06-03 01:34:52,0,0
2022-06-03 01:34:51,0,0
2022-06-03 01:34:50,0,0
2022-06-03 01:34:49,0.2418943,-0.4155621
2022-06-03 01:34:48,0.3821057,-0.6564379
2022-06-03 01:34:47,0,0
2022-06-03 01:34:46,0,0
2022-06-03 01:34:45,0,0
2022-06-03 01:34:44,0,0
2022-06-03 01:34:43,0,0
2022-06-03 01:34:42,0,0
2022-06-03 01:34:41,0,0
2022-06-03 01:34:40,0,0
2022-06-03 01:34:39,0,0
2022-06-03 01:34:38,0,0
2022-06-03 01:34:37,0,0
2022-06-03 01:34:36,0,0
2022-06-03 01:34:35,0,0
2022-06-03 01:34:34,0,0
2022-06-03 01:34:33,0,0
2022-06-03 01:34:32,0,0
2022-06-03 01:34:31,0,0
2022-06-03 01:34:30,0,0
2022-06-03 01:34:29,0,0
2022-06-03 01:34:28,0,0
2022-06-03 01:34:27,0,0
2022-06-03 01:34:26,0,0
2022-06-03 01:34:25,0,0
2022-06-03 01:34:24,0,0
2022-06-03 01:34:23,0,0
2022-06-03 01:34:22,0,0
2022-06-03 01:34:21,0,0
2022-06-03 01:34:20,0,0
2022-06-03 01:34:19,0,0
2022-06-03 01:34:18,0,0
2022-06-03 01:34:17,0.9676216,-1.0172432
2022-06-03 01:34:16,1.5283784,-1.6067568
2022-06-03 01:34:15,0,0
2022-06-03 01:34:14,0,0
2022-06-03 01:34:13,0,0
2022-06-03 01:34:12,0,0
2022-06-03 01:34:11,0,0
2022-06-03 01:34:10,0,0
2022-06-03 01:34:09,0,0
2022-06-03 01:34:08,0,0
2022-06-03 01:34:07,0,0
2022-06-03 01:34:06,0,0
2022-06-03 01:34:05,0.2419167,-0.4156004
2022-06-03 01:34:04,0.3820833,-0.6563996
2022-06-03 01:34:03,0,0
2022-06-03 01:34:02,0,0
2022-06-03 01:34:01,0,0
2022-06-03 01:34:00,0,0
2022-06-03 01:33:59,0,0
2022-06-03 01:33:58,0,0
2022-06-03 01:33:57,0,0
2022-06-03 01:33:56,0,0
2022-06-03 01:33:55,0,0
2022-06-03 01:33:54,0,0
2022-06-03 01:33:53,0,0
2022-06-03 01:33:52,0,0
2022-06-03 01:33:51,0,0
2022-06-03 01:33:50,0,0
2022-06-03 01:33:49,0,0
2022-06-03 01:33:48,0,0
2022-06-03 01:33:47,0,0
2022-06-03 01:33:46,0,0
2022-06-03 01:33:45,0,0
2022-06-03 01:33:44,0,0
2022-06-03 01:33:43,0,0
2022-06-03 01:33:42,0,0
2022-06-03 01:33:41,0,0
2022-06-03 01:33:40,0,0
2022-06-03 01:33:39,0,0
2022-06-03 01:33:38,0,0
2022-06-03 01:33:37,0,0
2022-06-03 01:33:36,0,0
2022-06-03 01:33:35,0,0
2022-06-03 01:33:34,0,0
2022-06-03 01:33:33,0,0
2022-06-03 01:33:32,0,0
2022-06-03 01:33:31,0,0
2022-06-03 01:33:30,0,0
2022-06-03 01:33:29,0,0
2022-06-03 01:33:28,0,0
2022-06-03 01:33:27,0,0
2022-06-03 01:33:26,0,0
2022-06-03 01:33:25,0,0
2022-06-03 01:33:24,0,0
2022-06-03 01:33:23,0,0
2022-06-03 01:33:22,0,0
2022-06-03 01:33:21,0,0
2022-06-03 01:33:20,0.2419727,-0.4156967
2022-06-03 01:33:19,0.3820273,-0.6563033
2022-06-03 01:33:18,0,0
2022-06-03 01:33:17,0,0
2022-06-03 01:33:16,0,0
2022-06-03 01:33:15,0,0
2022-06-03 01:33:14,0,0
2022-06-03 01:33:13,0,0
2022-06-03 01:33:12,0,0
2022-06-03 01:33:11,0,0
2022-06-03 01:33:10,0,0
2022-06-03 01:33:09,0,0
2022-06-03 01:33:08,0,0
2022-06-03 01:33:07,0,0
2022-06-03 01:33:06,0,0
2022-06-03 01:33:05,0,0
2022-06-03 01:33:04,0,0
2022-06-03 01:33:03,0,0
2022-06-03 01:33:02,0,0
2022-06-03 01:33:01,0,0
2022-06-03 01:33:00,0,0
2022-06-03 01:32:59,0,0
2022-06-03 01:32:58,0,0
2022-06-03 01:32:57,0,0
2022-06-03 01:32:56,0,0
2022-06-03 01:32:55,0,0
2022-06-03 01:32:54,0,0
2022-06-03 01:32:53,0,0
2022-06-03 01:32:52,0,0
2022-06-03 01:32:51,0,0
2022-06-03 01:32:50,0,0
2022-06-03 01:32:49,0,0
2022-06-03 01:32:48,0,0
2022-06-03 01:32:47,0,0
2022-06-03 01:32:46,0,0
2022-06-03 01:32:45,0,0
2022-06-03 01:32:44,0,0
2022-06-03 01:32:43,0,0
2022-06-03 01:32:42,0,0
2022-06-03 01:32:41,0,0
2022-06-03 01:32:40,0,0
2022-06-03 01:32:39,0,0
2022-06-03 01:32:38,0,0
2022-06-03 01:32:37,0,0
2022-06-03 01:32:36,0.9676923,-1.0111143
2022-06-03 01:32:35,1.5283077,-1.5968857
2022-06-03 01:32:34,0.2418963,-0.4155654
2022-06-03 01:32:33,0.3821037,-0.6564346
2022-06-03 01:32:32,0,0
2022-06-03 01:32:31,0,0
2022-06-03 01:32:30,0,0
2022-06-03 01:32:29,0,0
2022-06-03 01:32:28,0,0
2022-06-03 01:32:27,0,0
2022-06-03 01:32:26,0,0
2022-06-03 01:32:25,0,0
2022-06-03 01:32:24,0,0
2022-06-03 01:32:23,0,0
2022-06-03 01:32:22,0,0
2022-06-03 01:32:21,0,0
2022-06-03 01:32:20,0,0
2022-06-03 01:32:19,0,0
2022-06-03 01:32:18,0,0
2022-06-03 01:32:17,0,0
2022-06-03 01:32:16,0.967588,-1.0172079
2022-06-03 01:32:15,1.528412,-1.6067921
2022-06-03 01:32:14,0.2357772,-0.2357772
2022-06-03 01:32:13,0.3722228,-0.3722228
2022-06-03 01:32:12,0,0
2022-06-03 01:32:11,0,0
2022-06-03 01:32:10,0,0
2022-06-03 01:32:09,0,0
2022-06-03 01:32:08,0,0
2022-06-03 01:32:07,0,0
2022-06-03 01:32:06,0,0
2022-06-03 01:32:05,0,0
2022-06-03 01:32:04,0,0
2022-06-03 01:32:03,0,0
2022-06-03 01:32:02,0,0
2022-06-03 01:32:01,0,0
2022-06-03 01:32:00,0,0
2022-06-03 01:31:59,0,0
2022-06-03 01:31:58,0,0
2022-06-03 01:31:57,0,0
2022-06-03 01:31:56,0,0
2022-06-03 01:31:55,0,0
2022-06-03 01:31:54,0,0
2022-06-03 01:31:53,0,0
2022-06-03 01:31:52,0,0
2022-06-03 01:31:51,0,0
2022-06-03 01:31:50,0.2419147,-0.415597
2022-06-03 01:31:49,0.3820853,-0.656403
2022-06-03 01:31:48,0,0
2022-06-03 01:31:47,0,0
2022-06-03 01:31:46,0,0
2022-06-03 01:31:45,0,0
2022-06-03 01:31:44,0,0
2022-06-03 01:31:43,0,0
2022-06-03 01:31:42,0,0
2022-06-03 01:31:41,0,0
2022-06-03 01:31:40,0,0
2022-06-03 01:31:39,0,0
2022-06-03 01:31:38,0,0
2022-06-03 01:31:37,0,0
2022-06-03 01:31:36,0,0
2022-06-03 01:31:35,0,0
2022-06-03 01:31:34,0,0
2022-06-03 01:31:33,0,0
2022-06-03 01:31:32,0,0
2022-06-03 01:31:31,0,0
2022-06-03 01:31:30,0,0
2022-06-03 01:31:29,0,0
2022-06-03 01:31:28,0,0
2022-06-03 01:31:27,0,0
2022-06-03 01:31:26,0,0
2022-06-03 01:31:25,0,0
2022-06-03 01:31:24,0,0
2022-06-03 01:31:23,0,0
2022-06-03 01:31:22,0,0
2022-06-03 01:31:21,0,0
2022-06-03 01:31:20,0,0
2022-06-03 01:31:19,0,0
